quadro,regiao,linha,coluna,valor,nota
5,Leste,casados_somente_religioso,ind_mulheres,40794,""
5,Leste,casados_sem_vinculo,ind_mulheres,47892,""
5,Leste,separados,ind_mulheres,18096,""
5,Leste,viuvos,ind_mulheres,50466,""
5,Leste,TOTAIS,outras_homens,2207166,""
5,Leste,solteiros,outras_homens,857532,""
5,Leste,casados,outras_homens,1262196,""
5,Leste,casados_civil_religioso,outras_homens,855504,""
5,Leste,casados_somente_civil,outras_homens,199836,""
5,Leste,casados_somente_religioso,outras_homens,89622,""
5,Leste,casados_sem_vinculo,outras_homens,117234,""
5,Leste,separados,outras_homens,40404,""
5,Leste,viuvos,outras_homens,39156,""
5,Leste,TOTAIS,outras_mulheres,2587806,""
5,Leste,solteiros,outras_mulheres,963534,""
5,Leste,casados,outras_mulheres,1300416,""
5,Leste,casados_civil_religioso,outras_mulheres,872820,""
5,Leste,casados_somente_civil,outras_mulheres,202488,""
5,Leste,casados_somente_religioso,outras_mulheres,99996,""
5,Leste,casados_sem_vinculo,outras_mulheres,125112,""
5,Leste,separados,outras_mulheres,102570,""
5,Leste,viuvos,outras_mulheres,211224,""
5,Leste,TOTAIS,inativas_homens,388752,""
5,Leste,solteiros,inativas_homens,127998,""
5,Leste,casados,inativas_homens,215904,""
5,Leste,casados_civil_religioso,inativas_homens,132522,""
5,Leste,casados_somente_civil,inativas_homens,34788,""
5,Leste,casados_somente_religioso,inativas_homens,27144,""
5,Leste,casados_sem_vinculo,inativas_homens,21450,""
5,Leste,separados,inativas_homens,9906,""
5,Leste,viuvos,inativas_homens,34164,""
5,Leste,TOTAIS,inativas_mulheres,912444,""
5,Leste,solteiros,inativas_mulheres,310362,""
5,Leste,casados,inativas_mulheres,244996,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Leste,casados_civil_religioso,inativas_mulheres,152176,""
5,Leste,casados_somente_civil,inativas_mulheres,40170,""
5,Leste,casados_somente_religioso,inativas_mulheres,31668,""
5,Leste,casados_sem_vinculo,inativas_mulheres,20982,""
5,Leste,separados,inativas_mulheres,72150,""
5,Leste,viuvos,inativas_mulheres,280800,""
5,Sul,TOTAIS,total,14380080,""
5,Sul,solteiros,total,4504656,""
5,Sul,casados,total,8882796,""
5,Sul,casados_civil_religioso,total,6933264,""
5,Sul,casados_somente_civil,total,1029366,""
5,Sul,casados_somente_religioso,total,618540,""
5,Sul,casados_sem_vinculo,total,301626,""
5,Sul,separados,total,209664,""
5,Sul,viuvos,total,722436,""
5,Sul,TOTAIS,agro_homens,3283878,""
5,Sul,solteiros,agro_homens,1230762,""
5,Sul,casados,agro_homens,1943136,""
5,Sul,casados_civil_religioso,agro_homens,1415544,""
5,Sul,casados_somente_civil,agro_homens,239070,""
5,Sul,casados_somente_religioso,agro_homens,230568,""
5,Sul,casados_sem_vinculo,agro_homens,57954,""
5,Sul,separados,agro_homens,29718,""
5,Sul,viuvos,agro_homens,76050,""
5,Sul,TOTAIS,agro_mulheres,2765100,""
5,Sul,solteiros,agro_mulheres,704652,""
5,Sul,casados,agro_mulheres,1912638,""
5,Sul,casados_civil_religioso,agro_mulheres,1395030,""
5,Sul,casados_somente_civil,agro_mulheres,234390,""
5,Sul,casados_somente_religioso,agro_mulheres,226824,""
5,Sul,casados_sem_vinculo,agro_mulheres,56394,""
5,Sul,separados,agro_mulheres,21294,""
5,Sul,viuvos,agro_mulheres,121758,""
5,Sul,TOTAIS,ind_homens,1254552,""
5,Sul,solteiros,ind_homens,456378,""
5,Sul,casados,ind_homens,766506,""
5,Sul,casados_civil_religioso,ind_homens,617994,""
5,Sul,casados_somente_civil,ind_homens,91416,""
5,Sul,casados_somente_religioso,ind_homens,29952,""
5,Sul,casados_sem_vinculo,ind_homens,27144,""
5,Sul,separados,ind_homens,12402,""
5,Sul,viuvos,ind_homens,16536,""
5,Sul,TOTAIS,ind_mulheres,1054170,""
5,Sul,solteiros,ind_mulheres,254826,""
5,Sul,casados,ind_mulheres,723996,""
5,Sul,casados_civil_religioso,ind_mulheres,586638,""
5,Sul,casados_somente_civil,ind_mulheres,86268,""
5,Sul,casados_somente_religioso,ind_mulheres,27378,""
5,Sul,casados_sem_vinculo,ind_mulheres,23712,""
5,Sul,separados,ind_mulheres,13650,""
5,Sul,viuvos,ind_mulheres,59748,""
5,Sul,TOTAIS,outras_homens,2364492,""
5,Sul,solteiros,outras_homens,793026,""
5,Sul,casados,outras_homens,1486836,""
5,Sul,casados_civil_religioso,outras_homens,1234974,""
5,Sul,casados_somente_civil,outras_homens,157092,""
5,Sul,casados_somente_religioso,outras_homens,40872,""
5,Sul,casados_sem_vinculo,outras_homens,53898,""
5,Sul,separados,outras_homens,28626,""
5,Sul,viuvos,outras_homens,41262,""
5,Sul,TOTAIS,outras_mulheres,2535312,""
5,Sul,solteiros,outras_mulheres,775788,""
5,Sul,casados,outras_mulheres,1505868,""
5,Sul,casados_civil_religioso,outras_mulheres,1248468,""
5,Sul,casados_somente_civil,outras_mulheres,158262,""
5,Sul,casados_somente_religioso,outras_mulheres,42276,""
5,Sul,casados_sem_vinculo,outras_mulheres,56862,""
5,Sul,separados,outras_mulheres,60294,""
5,Sul,viuvos,outras_mulheres,178308,""
5,Sul,TOTAIS,inativas_homens,407238,""
5,Sul,solteiros,inativas_homens,101400,""
5,Sul,casados,inativas_homens,256698,""
5,Sul,casados_civil_religioso,inativas_homens,203112,""
5,Sul,casados_somente_civil,inativas_homens,30576,""
5,Sul,casados_somente_religioso,inativas_homens,10296,""
5,Sul,casados_sem_vinculo,inativas_homens,12714,""
5,Sul,separados,inativas_homens,9750,""
5,Sul,viuvos,inativas_homens,32682,""
5,Sul,TOTAIS,inativas_mulheres,715338,""
5,Sul,solteiros,inativas_mulheres,187824,""
5,Sul,casados,inativas_mulheres,287118,""
5,Sul,casados_civil_religioso,inativas_mulheres,231504,""
5,Sul,casados_somente_civil,inativas_mulheres,32292,""
5,Sul,casados_somente_religioso,inativas_mulheres,10374,""
5,Sul,casados_sem_vinculo,inativas_mulheres,12948,""
5,Sul,separados,inativas_mulheres,33930,""
5,Sul,viuvos,inativas_mulheres,196092,""
7,Brasil,TOTAIS,dom_total,13475472,""
7,Brasil,agua_rede_geral,dom_total,2833622,""
7,Brasil,agua_poco_nascente,dom_total,4465030,""
7,Brasil,agua_outra_sem_declaracao,dom_total,6176820,""
7,Brasil,fogao_lenha,dom_total,8258240,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Brasil,fogao_carvao,dom_total,717839,""
7,Brasil,fogao_gas,dom_total,2467257,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Brasil,fogao_oleo_querosene,dom_total,395768,""
7,Brasil,instalacao_sanitaria,dom_total,6862327,""
7,Brasil,iluminacao_eletrica,dom_total,5209987,""
7,Brasil,radio,dom_total,4767368,""
7,Brasil,geladeira,dom_total,1530712,""
7,Brasil,TOTAIS,pes_total,69168438,""
7,Brasil,agua_rede_geral,pes_total,13619877,""
7,Brasil,agua_poco_nascente,pes_total,23502737,""
7,Brasil,agua_outra_sem_declaracao,pes_total,32045824,""
7,Brasil,fogao_lenha,pes_total,44347442,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Brasil,fogao_carvao,pes_total,3593684,""
7,Brasil,fogao_gas,pes_total,11561243,""
7,Brasil,fogao_oleo_querosene,pes_total,1830521,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Brasil,instalacao_sanitaria,pes_total,34621635,""
7,Brasil,iluminacao_eletrica,pes_total,25390392,""
7,Brasil,radio,pes_total,24263133,""
7,Brasil,geladeira,pes_total,7491454,""
7,Brasil,TOTAIS,dom_urbana,6550784,""
7,Brasil,agua_rede_geral,dom_urbana,2740005,""
7,Brasil,agua_poco_nascente,dom_urbana,1906519,""
7,Brasil,agua_outra_sem_declaracao,dom_urbana,1904260,""
7,Brasil,fogao_lenha,dom_urbana,2699498,""
7,Brasil,fogao_carvao,dom_urbana,682791,""
7,Brasil,fogao_gas,dom_urbana,2335588,""
7,Brasil,fogao_oleo_querosene,dom_urbana,367214,""
7,Brasil,instalacao_sanitaria,dom_urbana,5189849,""
7,Brasil,iluminacao_eletrica,dom_urbana,4680546,""
7,Brasil,radio,dom_urbana,3957430,""
7,Brasil,geladeira,dom_urbana,1445891,""
7,Brasil,TOTAIS,pes_urbana,31593254,""
7,Brasil,agua_rede_geral,pes_urbana,13112030,""
7,Brasil,agua_poco_nascente,pes_urbana,9437675,""
7,Brasil,agua_outra_sem_declaracao,pes_urbana,9043549,""
7,Brasil,fogao_lenha,pes_urbana,13722524,""
7,Brasil,fogao_carvao,pes_urbana,3417169,""
7,Brasil,fogao_gas,pes_urbana,10930062,""
7,Brasil,fogao_oleo_querosene,pes_urbana,1685869,""
7,Brasil,instalacao_sanitaria,pes_urbana,25382726,""
7,Brasil,iluminacao_eletrica,pes_urbana,22560518,""
7,Brasil,radio,pes_urbana,19469529,""
7,Brasil,geladeira,pes_urbana,7026708,""
7,Brasil,TOTAIS,dom_rural,6924688,""
7,Brasil,agua_rede_geral,dom_rural,93617,""
7,Brasil,agua_poco_nascente,dom_rural,2558511,""
7,Brasil,agua_outra_sem_declaracao,dom_rural,4272560,""
7,Brasil,fogao_lenha,dom_rural,5558742,""
7,Brasil,fogao_carvao,dom_rural,35048,""
7,Brasil,fogao_gas,dom_rural,131669,""
7,Brasil,fogao_oleo_querosene,dom_rural,28554,""
7,Brasil,instalacao_sanitaria,dom_rural,1672478,""
7,Brasil,iluminacao_eletrica,dom_rural,529441,""
7,Brasil,radio,dom_rural,809938,""
7,Brasil,geladeira,dom_rural,84821,""
7,Brasil,TOTAIS,pes_rural,37575184,""
7,Brasil,agua_rede_geral,pes_rural,507847,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Brasil,agua_poco_nascente,pes_rural,14065062,""
7,Brasil,agua_outra_sem_declaracao,pes_rural,23002275,""
7,Brasil,fogao_lenha,pes_rural,30624918,""
7,Brasil,fogao_carvao,pes_rural,176515,""
7,Brasil,fogao_gas,pes_rural,631181,""
7,Brasil,fogao_oleo_querosene,pes_rural,144652,""
7,Brasil,instalacao_sanitaria,pes_rural,9238909,""
7,Brasil,iluminacao_eletrica,pes_rural,2829874,""
7,Brasil,radio,pes_rural,4793604,""
7,Brasil,geladeira,pes_rural,464746,""
7,Nordeste,TOTAIS,dom_total,2939680,""
7,Nordeste,agua_rede_geral,dom_total,151057,""
7,Nordeste,agua_poco_nascente,dom_total,469297,""
7,Nordeste,agua_outra_sem_declaracao,dom_total,2319326,""
7,Nordeste,fogao_lenha,dom_total,1382896,""
7,Nordeste,fogao_carvao,dom_total,375570,""
7,Nordeste,fogao_gas,dom_total,102467,""
7,Nordeste,fogao_oleo_querosene,dom_total,42692,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Nordeste,instalacao_sanitaria,dom_total,706484,""
7,Nordeste,iluminacao_eletrica,dom_total,469428,""
7,Nordeste,radio,dom_total,326943,""
7,Nordeste,geladeira,dom_total,89966,""
7,Nordeste,TOTAIS,pes_total,15487783,""
7,Nordeste,agua_rede_geral,pes_total,907882,""
7,Nordeste,agua_poco_nascente,pes_total,2536167,""
7,Nordeste,agua_outra_sem_declaracao,pes_total,12043734,""
7,Nordeste,fogao_lenha,pes_total,7432210,""
7,Nordeste,fogao_carvao,pes_total,1892432,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Nordeste,fogao_gas,pes_total,661100,""
7,Nordeste,fogao_oleo_querosene,pes_total,238454,""
7,Nordeste,instalacao_sanitaria,pes_total,3861293,""
7,Nordeste,iluminacao_eletrica,pes_total,2613611,""
7,Nordeste,radio,pes_total,1983042,""
7,Nordeste,geladeira,pes_total,602521,""
7,Nordeste,TOTAIS,dom_urbana,1058216,""
7,Nordeste,agua_rede_geral,dom_urbana,149319,""
7,Nordeste,agua_poco_nascente,dom_urbana,223765,""
7,Nordeste,agua_outra_sem_declaracao,dom_urbana,685132,""
7,Nordeste,fogao_lenha,dom_urbana,335830,""
7,Nordeste,fogao_carvao,dom_urbana,360165,""
7,Nordeste,fogao_gas,dom_urbana,101361,""
7,Nordeste,fogao_oleo_querosene,dom_urbana,40875,""
7,Nordeste,instalacao_sanitaria,dom_urbana,601888,""
7,Nordeste,iluminacao_eletrica,dom_urbana,450547,""
7,Nordeste,radio,dom_urbana,298503,""
7,Nordeste,geladeira,dom_urbana,85858,""
7,Nordeste,TOTAIS,pes_urbana,5383525,""
7,Nordeste,agua_rede_geral,pes_urbana,896032,""
7,Nordeste,agua_poco_nascente,pes_urbana,1188190,""
7,Nordeste,agua_outra_sem_declaracao,pes_urbana,3299303,""
7,Nordeste,fogao_lenha,pes_urbana,1682590,""
7,Nordeste,fogao_carvao,pes_urbana,1816471,""
7,Nordeste,fogao_gas,pes_urbana,655491,""
7,Nordeste,fogao_oleo_querosene,pes_urbana,225577,""
7,Nordeste,instalacao_sanitaria,pes_urbana,3262157,""
7,Nordeste,iluminacao_eletrica,pes_urbana,2501510,""
7,Nordeste,radio,pes_urbana,1796444,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Nordeste,geladeira,pes_urbana,574397,""
7,Nordeste,TOTAIS,dom_rural,1881464,""
7,Nordeste,agua_rede_geral,dom_rural,1738,""
7,Nordeste,agua_poco_nascente,dom_rural,245532,""
7,Nordeste,agua_outra_sem_declaracao,dom_rural,1634194,""
7,Nordeste,fogao_lenha,dom_rural,1047066,""
7,Nordeste,fogao_carvao,dom_rural,15405,""
7,Nordeste,fogao_gas,dom_rural,1106,""
7,Nordeste,fogao_oleo_querosene,dom_rural,1817,""
7,Nordeste,instalacao_sanitaria,dom_rural,104596,""
7,Nordeste,iluminacao_eletrica,dom_rural,18881,""
7,Nordeste,radio,dom_rural,28440,""
7,Nordeste,geladeira,dom_rural,4108,""
7,Nordeste,TOTAIS,pes_rural,10104258,""
7,Nordeste,agua_rede_geral,pes_rural,11850,""
7,Nordeste,agua_poco_nascente,pes_rural,1347977,""
7,Nordeste,agua_outra_sem_declaracao,pes_rural,8744431,""
7,Nordeste,fogao_lenha,pes_rural,5749620,""
7,Nordeste,fogao_carvao,pes_rural,75961,""
7,Nordeste,fogao_gas,pes_rural,5609,""
7,Nordeste,fogao_oleo_querosene,pes_rural,12877,""
7,Nordeste,instalacao_sanitaria,pes_rural,599136,""
7,Nordeste,iluminacao_eletrica,pes_rural,112101,""
7,Nordeste,radio,pes_rural,186598,""
7,Nordeste,geladeira,pes_rural,28124,""
7,Leste,TOTAIS,dom_total,4707164,""
7,Leste,agua_rede_geral,dom_total,1250095,""
7,Leste,agua_poco_nascente,dom_total,1060983,""
7,Leste,agua_outra_sem_declaracao,dom_total,2396086,""
7,Leste,fogao_lenha,dom_total,2982133,""
7,Leste,fogao_carvao,dom_total,143759,""
7,Leste,fogao_gas,dom_total,980056,""
7,Leste,fogao_oleo_querosene,dom_total,240394,""
7,Leste,instalacao_sanitaria,dom_total,2083697,""
7,Leste,iluminacao_eletrica,dom_total,1907521,""
7,Leste,radio,dom_total,1660505,""
7,Leste,geladeira,dom_total,599984,""
7,Leste,TOTAIS,pes_total,24056879,""
7,Leste,agua_rede_geral,pes_total,6088313,""
7,Leste,agua_poco_nascente,pes_total,5656574,""
7,Leste,agua_outra_sem_declaracao,pes_total,12311992,""
7,Leste,fogao_lenha,pes_total,16148902,""
7,Leste,fogao_carvao,pes_total,693770,""
7,Leste,fogao_gas,pes_total,4592049,""
7,Leste,fogao_oleo_querosene,pes_total,1080387,""
7,Leste,instalacao_sanitaria,pes_total,10496332,""
7,Leste,iluminacao_eletrica,pes_total,9381295,""
7,Leste,radio,pes_total,8431269,""
7,Leste,geladeira,pes_total,2884959,""
7,Leste,TOTAIS,dom_urbana,2411178,""
7,Leste,agua_rede_geral,dom_urbana,1213674,""
7,Leste,agua_poco_nascente,dom_urbana,415800,""
7,Leste,agua_outra_sem_declaracao,dom_urbana,781704,""
7,Leste,fogao_lenha,dom_urbana,976360,""
7,Leste,fogao_carvao,dom_urbana,136752,""
7,Leste,fogao_gas,dom_urbana,949333,""
7,Leste,fogao_oleo_querosene,dom_urbana,221067,""
7,Leste,instalacao_sanitaria,dom_urbana,1765687,""
7,Leste,iluminacao_eletrica,dom_urbana,1761221,""
7,Leste,radio,dom_urbana,1487563,""
7,Leste,geladeira,dom_urbana,580657,""
7,Leste,TOTAIS,pes_urbana,11614603,""
7,Leste,agua_rede_geral,pes_urbana,5871712,""
7,Leste,agua_poco_nascente,pes_urbana,2080309,""
7,Leste,agua_outra_sem_declaracao,pes_urbana,3662582,""
7,Leste,fogao_lenha,pes_urbana,5092318,""
7,Leste,fogao_carvao,pes_urbana,656040,""
7,Leste,fogao_gas,pes_urbana,4436817,""
7,Leste,fogao_oleo_querosene,pes_urbana,986832,""
7,Leste,instalacao_sanitaria,pes_urbana,8696457,""
7,Leste,iluminacao_eletrica,pes_urbana,8559936,""
7,Leste,radio,pes_urbana,7381297,""
7,Leste,geladeira,pes_urbana,2775157,""
7,Leste,TOTAIS,dom_rural,2295986,""
7,Leste,agua_rede_geral,dom_rural,36421,""
7,Leste,agua_poco_nascente,dom_rural,645183,""
7,Leste,agua_outra_sem_declaracao,dom_rural,1614382,""
7,Leste,fogao_lenha,dom_rural,2005773,""
7,Leste,fogao_carvao,dom_rural,7007,""
7,Leste,fogao_gas,dom_rural,30723,""
7,Leste,fogao_oleo_querosene,dom_rural,19327,""
7,Leste,instalacao_sanitaria,dom_rural,318010,""
7,Leste,iluminacao_eletrica,dom_rural,146300,""
7,Leste,radio,dom_rural,172942,""
7,Leste,geladeira,dom_rural,19327,""
7,Leste,TOTAIS,pes_rural,12442276,""
7,Leste,agua_rede_geral,pes_rural,216601,""
7,Leste,agua_poco_nascente,pes_rural,3576265,""
7,Leste,agua_outra_sem_declaracao,pes_rural,8649410,""
7,Leste,fogao_lenha,pes_rural,11056584,""
7,Leste,fogao_carvao,pes_rural,37730,""
7,Leste,fogao_gas,pes_rural,155232,""
7,Leste,fogao_oleo_querosene,pes_rural,93555,""
7,Leste,instalacao_sanitaria,pes_rural,1799875,""
7,Leste,iluminacao_eletrica,pes_rural,821359,""
7,Leste,radio,pes_rural,1049972,""
7,Leste,geladeira,pes_rural,109802,""
7,Sul,TOTAIS,dom_total,4845984,""
7,Sul,agua_rede_geral,dom_total,1352364,""
7,Sul,agua_poco_nascente,dom_total,2561754,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,dom_total,931866,""
7,Sul,fogao_lenha,dom_total,3191760,""
7,Sul,fogao_carvao,dom_total,87750,""
7,Sul,fogao_gas,dom_total,1344018,""
7,Sul,fogao_oleo_querosene,dom_total,77454,""
7,Sul,instalacao_sanitaria,dom_total,3617562,""
7,Sul,iluminacao_eletrica,dom_total,2640456,""
7,Sul,radio,dom_total,2608320,""
7,Sul,geladeira,dom_total,792792,""
7,Sul,TOTAIS,pes_total,24093654,""
7,Sul,agua_rede_geral,pes_total,6162546,""
7,Sul,agua_poco_nascente,pes_total,13223028,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,pes_total,4708080,""
7,Sul,fogao_lenha,pes_total,16816956,""
7,Sul,fogao_carvao,pes_total,383682,""
7,Sul,fogao_gas,pes_total,6065748,""
7,Sul,fogao_oleo_querosene,pes_total,314808,""
7,Sul,instalacao_sanitaria,pes_total,17683068,""
7,Sul,iluminacao_eletrica,pes_total,12309258,""
7,Sul,radio,pes_total,12816336,""
7,Sul,geladeira,pes_total,3695874,""
7,Sul,TOTAIS,dom_urbana,2681328,""
7,Sul,agua_rede_geral,dom_urbana,1298622,""
7,Sul,agua_poco_nascente,dom_urbana,1110486,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,dom_urbana,272220,""
7,Sul,fogao_lenha,dom_urbana,1192698,""
7,Sul,fogao_carvao,dom_urbana,78702,""
7,Sul,fogao_gas,dom_urbana,1244646,""
7,Sul,fogao_oleo_querosene,dom_urbana,71604,""
7,Sul,instalacao_sanitaria,dom_urbana,2490852,""
7,Sul,iluminacao_eletrica,dom_urbana,2286258,""
7,Sul,radio,dom_urbana,2032524,""
7,Sul,geladeira,dom_urbana,736866,""
7,Sul,TOTAIS,pes_urbana,12398724,""
7,Sul,agua_rede_geral,pes_urbana,5891652,""
7,Sul,agua_poco_nascente,pes_urbana,5302908,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,pes_urbana,1204164,""
7,Sul,fogao_lenha,pes_urbana,5892666,""
7,Sul,fogao_carvao,pes_urbana,342732,""
7,Sul,fogao_gas,pes_urbana,5597436,""
7,Sul,fogao_oleo_querosene,pes_urbana,289068,""
7,Sul,instalacao_sanitaria,pes_urbana,11586354,""
7,Sul,iluminacao_eletrica,pes_urbana,10472280,""
7,Sul,radio,pes_urbana,9477312,""
7,Sul,geladeira,pes_urbana,3408054,""
7,Sul,TOTAIS,dom_rural,2164656,""
7,Sul,agua_rede_geral,dom_rural,53742,""
7,Sul,agua_poco_nascente,dom_rural,1451268,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,dom_rural,659646,""
7,Sul,fogao_lenha,dom_rural,1999062,""
7,Sul,fogao_carvao,dom_rural,9048,""
7,Sul,fogao_gas,dom_rural,99372,""
7,Sul,fogao_oleo_querosene,dom_rural,5850,""
7,Sul,instalacao_sanitaria,dom_rural,1126710,""
7,Sul,iluminacao_eletrica,dom_rural,354198,""
7,Sul,radio,dom_rural,575796,""
7,Sul,geladeira,dom_rural,55926,""
7,Sul,TOTAIS,pes_rural,11694930,""
7,Sul,agua_rede_geral,pes_rural,270894,""
7,Sul,agua_poco_nascente,pes_rural,7920120,resolvida pela aritmetica; OCR ilegivel ou incoerente
7,Sul,agua_outra_sem_declaracao,pes_rural,3503916,""
7,Sul,fogao_lenha,pes_rural,10924290,""
7,Sul,fogao_carvao,pes_rural,40950,""
7,Sul,fogao_gas,pes_rural,468312,""
7,Sul,fogao_oleo_querosene,pes_rural,25740,""
7,Sul,instalacao_sanitaria,pes_rural,6096714,""
7,Sul,iluminacao_eletrica,pes_rural,1836978,""
7,Sul,radio,pes_rural,3339024,""
7,Sul,geladeira,pes_rural,287820,""
2,Norte e Centro-Oeste,5 e mais,total,4535148,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,10 e mais,total,3677792,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,15 e mais,total,2975172,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 a 6,total,357656,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,7 a 12,total,953268,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,13 a 19,total,831896,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,20 a 24,total,486780,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,25 a 29,total,402724,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,30 a 39,total,627000,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,40 a 49,total,430996,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,50 a 59,total,244340,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,60 e mais e ignorada,total,200488,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 e mais,homens,2328336,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,10 e mais,homens,1890880,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,15 e mais,homens,1538316,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 a 6,homens,184072,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,7 a 12,homens,484348,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,13 a 19,homens,411236,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,20 a 24,homens,248064,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,25 a 29,homens,207328,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,30 a 39,homens,327712,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,40 a 49,homens,228304,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,50 a 59,homens,132392,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,60 e mais e ignorada,homens,104880,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 e mais,mulheres,2206812,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,10 e mais,mulheres,1786912,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,15 e mais,mulheres,1436856,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 a 6,mulheres,173584,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,7 a 12,mulheres,468920,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,13 a 19,mulheres,420660,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,20 a 24,mulheres,238716,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,25 a 29,mulheres,195396,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,30 a 39,mulheres,299288,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,40 a 49,mulheres,202692,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,50 a 59,mulheres,111948,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,60 e mais e ignorada,mulheres,95608,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 e mais,sabem,2318436,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,10 e mais,sabem,2187128,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,15 e mais,sabem,1797020,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 a 6,sabem,7752,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,7 a 12,sabem,340936,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,13 a 19,sabem,554952,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,20 a 24,sabem,337972,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,25 a 29,sabem,258780,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,30 a 39,sabem,379556,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,40 a 49,sabem,235720,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,50 a 59,sabem,117420,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,60 e mais e ignorada,sabem,85348,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 e mais,sabem_homens,1241764,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,10 e mais,sabem_homens,1182256,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,15 e mais,sabem_homens,992636,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,5 a 6,sabem_homens,3192,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,7 a 12,sabem_homens,171532,"Brasil menos Nordeste, Leste e Sul"
2,Norte e Centro-Oeste,13 a 19,sabem_homens,262352,"Brasil menos Nordeste, Leste e Sul"
