quesito,variavel,codigo,rotulo,grupo,subgrupo,pagina,nota
X,V223B,391,Produção de energia elétrica e gás,Serviços industriais de utilidade pública,,20,
X,V223B,392,Abastecimento d'água e serviços de esgoto,Serviços industriais de utilidade pública,,20,
X,V223B,411,Comércio de animais vivos e matérias-primas (exclusive aves para alimentação),Comércio de mercadorias,,20,
X,V223B,412,"Comércio de gêneros alimentícios, bebidas e estimulantes",Comércio de mercadorias,,20,
X,V223B,413,"Comércio de tecidos e produtos afins, calçados, artigos do vestuário e armarinho",Comércio de mercadorias,,20,
X,V223B,414,"Comércio de móveis, tapeçarias, objetos de arte e ornamentação",Comércio de mercadorias,,20,
X,V223B,415,"Comércio de papel, impressos e artigos de escritório",Comércio de mercadorias,,20,
X,V223B,416,"Comércio de ferragens, louças, materiais de construção e produtos metalúrgicos",Comércio de mercadorias,,20,
X,V223B,417,"Comércio de máquinas, aparelhos, instrumentos, material elétrico, veículos e acessórios",Comércio de mercadorias,,20,
X,V223B,418,Comércio de produtos farmacêuticos,Comércio de mercadorias,,20,
X,V223B,421,Comércio de combustíveis e lubrificantes,Comércio de mercadorias,,20,
X,V223B,422,Comércio ambulante,Comércio de mercadorias,,20,
X,V223B,423,Feiras e mercados,Comércio de mercadorias,,20,
X,V223B,424,Atividades auxiliares do comércio,Comércio de mercadorias,,20,não legível ou ausente no exemplar digitalizado do Código; rótulo do dicionário de códigos do IBGE que acompanha o arquivo (dicionario_60_last.doc)
X,V223B,429,Atividades não compreendidas nas classes anteriores ou mal definidas,Comércio de mercadorias,,20,não legível ou ausente no exemplar digitalizado do Código; rótulo do dicionário de códigos do IBGE que acompanha o arquivo (dicionario_60_last.doc)
X,V223B,451,Comércio de imóveis,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,452,Comércio de títulos e moedas,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,453,Bancos e casas bancárias,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,454,Caixas econômicas e cooperativas de crédito,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,455,Seguros e capitalização,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,459,Atividades não compreendidas nas classes anteriores ou mal definidas,"Comércio de imóveis e valores mobiliários, crédito, seguros e capitalização",,21,
X,V223B,511,Serviços de alojamento e de alimentação,Prestação de serviços,,21,
X,V223B,512,Serviços de higiene pessoal,Prestação de serviços,,21,
X,V223B,513,"Serviços de confecção, conservação e reparação de artigos de uso pessoal",Prestação de serviços,,21,
X,V223B,514,"Serviços de conservação, reparação e ornamentação de habitações e locais de trabalho",Prestação de serviços,,21,
X,V223B,515,"Serviços de conservação, reparação e instalação de máquinas e veículos",Prestação de serviços,,21,
X,V223B,516,"Serviços de diversões (espetáculos, radiodifusão, televisão e desportos)",Prestação de serviços,,21,
X,V223B,517,Serviços domésticos remunerados,Prestação de serviços,,21,
X,V223B,518,Serviços de administração e conservação de edifícios,Prestação de serviços,,21,
X,V223B,519,Atividades não compreendidas nas classes anteriores ou mal definidas,Prestação de serviços,,21,
X,V223B,611,Transportes a tração e condução animal,"Transportes, comunicações e armazenagem",,21,
X,V223B,612,Transportes rodoviários por veículos motorizados,"Transportes, comunicações e armazenagem",,21,
X,V223B,613,Transportes urbanos de ferro-carril,"Transportes, comunicações e armazenagem",,21,
X,V223B,614,Transportes ferroviários,"Transportes, comunicações e armazenagem",,21,
X,V223B,615,"Transportes marítimos, fluviais e lacustres","Transportes, comunicações e armazenagem",,21,
X,V223B,616,Serviços portuários,"Transportes, comunicações e armazenagem",,21,
X,V223B,617,Transportes aéreos,"Transportes, comunicações e armazenagem",,21,
X,V223B,618,"Serviços postais, telegráficos e de radiocomunicações","Transportes, comunicações e armazenagem",,21,
X,V223B,621,Telefones,"Transportes, comunicações e armazenagem",,21,
X,V223B,622,Armazenagem,"Transportes, comunicações e armazenagem",,21,
X,V223B,629,Atividades não compreendidas nas classes anteriores ou mal definidas,"Transportes, comunicações e armazenagem",,21,
X,V223B,711,Ensino público,Atividades sociais,,21,
X,V223B,712,Ensino particular,Atividades sociais,,21,
X,V223B,713,Assistência médico-hospitalar pública,Atividades sociais,,21,
X,V223B,714,Assistência médico-hospitalar particular,Atividades sociais,,21,
X,V223B,715,"Saneamento, abastecimento e melhoramentos urbanos (exclusive abastecimento d'água e serviços de esgoto)",Atividades sociais,,21,
X,V223B,716,Previdência social,Atividades sociais,,21,não legível ou ausente no exemplar digitalizado do Código; rótulo do dicionário de códigos do IBGE que acompanha o arquivo (dicionario_60_last.doc)
X,V223B,717,Assistência e beneficência,Atividades sociais,,21,
X,V223B,718,Culto e atividades auxiliares,Atividades sociais,,21,
X,V223B,721,Instituições culturais,Atividades sociais,,21,
X,V223B,722,Sindicatos e associações de classe,Atividades sociais,,21,
X,V223B,729,Atividades não compreendidas nas classes anteriores ou mal definidas,Atividades sociais,,21,
X,V223B,751,Advocacia e atividades auxiliares,Profissões liberais,,22,
X,V223B,752,"Engenharia, arquitetura e atividades auxiliares",Profissões liberais,,22,
X,V223B,753,Odontologia e atividades auxiliares,Profissões liberais,,22,
X,V223B,754,"Agronomia, veterinária e atividades auxiliares",Profissões liberais,,22,
X,V223B,755,Medicina e atividades auxiliares,Profissões liberais,,22,
X,V223B,756,"Ciências, letras, artes e atividades auxiliares",Profissões liberais,,22,
X,V223B,757,Contabilidade e atividades auxiliares,Profissões liberais,,22,
X,V223B,759,Atividades não compreendidas nas classes anteriores ou mal definidas,Profissões liberais,,22,
X,V223B,811,Poder Legislativo,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,812,Justiça e atividades auxiliares,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,813,Serviço administrativo federal,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,814,Serviço administrativo estadual,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,815,Serviço administrativo municipal,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,816,Serviço administrativo autárquico,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,819,Atividades não compreendidas nas classes anteriores ou mal definidas,"Serviços administrativos governamentais, Legislativo, Justiça",,22,
X,V223B,851,Exército,Defesa nacional e segurança pública,,22,
X,V223B,852,Marinha de Guerra,Defesa nacional e segurança pública,,22,
X,V223B,853,Aviação Militar,Defesa nacional e segurança pública,,22,
X,V223B,854,Polícia Militar,Defesa nacional e segurança pública,,22,
X,V223B,855,Polícia Civil,Defesa nacional e segurança pública,,22,
X,V223B,856,Corpo de Bombeiros,Defesa nacional e segurança pública,,22,
X,V223B,859,Outras organizações de segurança,Defesa nacional e segurança pública,,22,
X,V223B,911,Representações estrangeiras,"Atividades não compreendidas nos demais ramos, atividades mal definidas ou não declaradas",,22,
X,V223B,912,Outras atividades não compreendidas nos demais ramos,"Atividades não compreendidas nos demais ramos, atividades mal definidas ou não declaradas",,22,
X,V223B,919,Atividades mal definidas ou não declaradas,"Atividades não compreendidas nos demais ramos, atividades mal definidas ou não declaradas",,22,
Z,V224,5,Empregado público,,,23,
Z,V224,6,Empregado particular,,,23,
Z,V224,7,Trabalhando por conta própria,,,23,
Z,V224,8,Parceiro ou meeiro,,,23,
Z,V224,9,Empregador,,,23,
Z,V224,0,Membro de família ou instituição,,,23,
Z,V224,1,Ignorado,,,23,
A (domicílio),V101,X,Boletim individual (quesitos seguintes não codificados),,,23,
A (domicílio),V101,1,Domicílio particular único,,,23,
A (domicílio),V101,2,"Domicílio particular convivente, da família principal",,,23,
A (domicílio),V101,3,Domicílio coletivo,,,23,
A (domicílio),V101,4,"Domicílio particular convivente, da 2ª família",,,23,
A (domicílio),V101,5,"Domicílio particular convivente, da 3ª família",,,23,
B (domicílio),V102,X,Coletivo e conviventes da 2ª e 3ª famílias (quesitos seguintes não codificados),,,23,
B (domicílio),V102,4,Durável,,,23,
B (domicílio),V102,5,Rústico,,,23,
B (domicílio),V102,6,Improvisado,,,23,
B (domicílio),V102,7,Ignorado,,,23,
C (domicílio),V103,X,Improvisados (quesitos seguintes não codificados),,,23,
C (domicílio),V103,7,Próprio,,,23,
C (domicílio),V103,8,Alugado,,,23,
C (domicílio),V103,9,Outra,,,23,
C (domicílio),V103,0,Ignorado,,,23,
D (domicílio),V104,0,Até Cr$ 500,,,23,
D (domicílio),V104,1,De Cr$ 500 a 1 000,,,23,
D (domicílio),V104,2,De Cr$ 1 001 a 2 000,,,23,
D (domicílio),V104,3,De Cr$ 2 001 a 4 000,,,23,
D (domicílio),V104,4,De Cr$ 4 001 a 6 000,,,23,
D (domicílio),V104,5,De Cr$ 6 001 a 10 000,,,23,
D (domicílio),V104,6,De Cr$ 10 001 a 20 000,,,23,
D (domicílio),V104,7,De Cr$ 20 001 e mais,,,23,
D (domicílio),V104,8,Não paga aluguel,,,23,
D (domicílio),V104,9,Ignorado,,,23,
E (domicílio),V105,9,Rede geral com canalização interna,,,24,
E (domicílio),V105,0,Rede geral com canalização externa,,,24,
E (domicílio),V105,1,Poço ou nascente com canalização,,,24,
E (domicílio),V105,2,Poço ou nascente sem canalização,,,24,
E (domicílio),V105,3,Outra forma de abastecimento,,,24,
E (domicílio),V105,4,Ignorado,,,24,
F (domicílio),V106,4,Rede de esgoto,,,24,
F (domicílio),V106,5,Fossa asséptica,,,24,
F (domicílio),V106,6,Fossa rudimentar,,,24,
F (domicílio),V106,7,Outro escoadouro,,,24,
F (domicílio),V106,8,Não tem,,,24,
F (domicílio),V106,9,Ignorado,,,24,
G (domicílio),V107,9,Lenha,,,24,
G (domicílio),V107,0,Carvão,,,24,
G (domicílio),V107,1,Elétrico,,,24,
G (domicílio),V107,2,Gás,,,24,
G (domicílio),V107,3,Óleo ou querosene,,,24,
G (domicílio),V107,4,Não tem,,,24,
G (domicílio),V107,5,Ignorado,,,24,
H (domicílio),V108,5,Tem,,,24,
H (domicílio),V108,6,Não tem,,,24,
H (domicílio),V108,7,Ignorado,,,24,
I (domicílio),V109,7,Tem,,,24,
I (domicílio),V109,8,Não tem,,,24,
I (domicílio),V109,9,Ignorado,,,24,
J (domicílio),V110,9,Tem,,,24,"o exemplar termina aqui; o quesito L (televisão, V111) não consta"
J (domicílio),V110,0,Não tem,,,24,"o exemplar termina aqui; o quesito L (televisão, V111) não consta"
J (domicílio),V110,1,Ignorado,,,24,"o exemplar termina aqui; o quesito L (televisão, V111) não consta"
