uf60,code_muni_1960,name_muni_1960,code_district_1960,name_district_1960,name_bairro_1960,tipo,zona_cod,zona,pagina,fonte
17,1924,Joxo Pessoa,15,Matarace,,distrito,192,Zora do Litoral,57,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
17,1928,Santa Rita,01,Santa Rita,,distrito,192,Zora do Litoral,57,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
17,1928,Santa Rita,05,Nossa Senhoron do Livramento,,distrito,192,Zora do Litoral,57,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
19,1910,Santa Luzia,01,Santa Luzia,,distrito,191,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1911,São Mamede,01,São Mamede,,distrito,191,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1920,Alhandra,01,Alhandra,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1921,Bayeux,01,Bayeux,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1922,Cabedelo,01,Cabedelo,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1923,Cruz do Espírito Santo,01,Cruz do Espírito Santo,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1924,João Pessoa,01,João Pessoa,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1925,Mamanguape,01,Mamanguape,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1926,Pedras de Fogo,01,Pedras de Fogo,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1927,Rio Tinto,01,Rio Tinto,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1928,Santa Rita,01,Santa Rita,,distrito,192,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1930,Alagoa Nova,01,Alagoa Nova,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1931,Areia,01,Areia,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1932,Bananeiras,01,Bananeiras,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1933,Borborema,01,Borborema,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1934,Dona Inês,01,Dona Inês,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1935,Esperança,01,Esperança,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1936,Pilões,01,Pilões,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1937,Remígio,01,Remígio,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1938,Serraria,01,Serraria,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1939,Solânea,01,Solânea,,distrito,193,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1950,Cabaceiras,01,Cabaceiras,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1951,Carnoió,01,Carnoió,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1952,Congo,01,Congo,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1953,Cubati,01,Cubati,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1954,Juazeirinho,01,Juazeirinho,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1955,Monteiro,01,Monteiro,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1956,Pedra Lavrada,01,Pedra Lavrada,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1957,Picuí,01,Picuí,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1958,Prata,01,Prata,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1959,São João do Cariri,01,São João do Cariri,,distrito,195,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1960,São Sebastião do Umbuzeiro,01,São Sebastião do Umbuzeiro,,distrito,196,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1961,Serra Branca,01,Serra Branca,,distrito,196,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1962,Soledade,01,Soledade,,distrito,196,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1963,Sumé,01,Sumé,,distrito,196,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1964,Taperoá,01,Taperoá,,distrito,196,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1970,Brejo do Cruz,01,Brejo do Cruz,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1971,Catingueira,01,Catingueira,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1972,Catolé do Rocha,01,Catolé do Rocha,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1973,Coremas,01,Coremas,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1974,Jericó,01,Jericó,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1975,Malta,01,Malta,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1976,Patos,01,Patos,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1977,Piancó,01,Piancó,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1978,Pombal,01,Pombal,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1979,São Bento,01,São Bento,,distrito,197,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1980,São José da Lagoa Tapada,01,São José da Lagoa Tapada,,distrito,198,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1981,Sousa,01,Sousa,,distrito,198,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1990,Água Branca,01,Água Branca,,distrito,199,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1991,Desterro,01,Desterro,,distrito,199,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1992,Princesa Isabel,01,Princesa Isabel,,distrito,199,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1993,Tavares,01,Tavares,,distrito,199,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,1994,Teixeira,01,Teixeira,,distrito,199,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
19,2010,Antenor Navarro,01,Antenor Navarro,,distrito,201,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
