"linha","linha_familia","texto_original","texto_corrigido","texto_familia_original","texto_familia_corrigido","fonte_25","linha_pessoa_25","linha_familia_25","justificativa"
"781839","781996","60632701640302173519103542692000-                     \0128391","60632701640302173519103542692000-                     \0128391","6063270364030217151578389680203002                    \0128420","6063270364030217151578389680203002                    \0128420","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986662","3986658","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781840","781996","6063270164030217352813254269200031100748070634-       \0128391","6063270164030217352813254269200031100748070634-       \0128391","6063270364030217151578389680203002                    \0128420","6063270364030217151578389680203002                    \0128420","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986660","3986658","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781841","781996","60632701640302173529008542692000-                     \0128391","60632701640302173529008542692000-                     \0128391","6063270364030217151578389680203002                    \0128420","6063270364030217151578389680203002                    \0128420","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986663","3986658","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781872","782011","60632701640302273529107642692000311-                  \0128397","60632701640302273529107642692000311-                  \0128397","6063270364030227151598389680203001                    \0128424","6063270364030227151598389680203001                    \0128424","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986711","3986707","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781873","782011","60632701640302273529101642692000-                     \0128397","60632701640302273529101642692000-                     \0128397","6063270364030227151598389680203001                    \0128424","6063270364030227151598389680203001                    \0128424","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986713","3986707","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781935","782022","6063270164030240352811754199021916200760000034-       \0128409","6063270164030240352811754199021916200760000034-       \0128409","6063270364030240151598369580202001                    \0128425","6063270364030240151598369580202001                    \0128425","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986783","3986781","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"829766","829772","6066340165548026311911354269162605310000000035-       \0136306","6066340165548026311911354269162605310000000035-       \0136306","6066340365548026111478159670206003                    \0136308","6066340365548026111478159670206003                    \0136308","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","926747","926743","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"835275","835598","60664705656681993529101552692000-                     \0137173","60664705656681993529101552692000-                     \0137173","6066470765668199151498289670204002                    \0137224","6066470765668199151498289670204002                    \0137224","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011058","1011055","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"835276","835598","6066470565668199352812055269072615200656010134-       \0137173","6066470565668199352812055269072615200656010134-       \0137173","6066470765668199151498289670204002                    \0137224","6066470765668199151498289670204002                    \0137224","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011057","1011055","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"835551","835627","6066470565668245352813054169032631100650040334-       \0137214","6066470565668245352813054169032631100650040334-       \0137214","6066470765668245151498269580203001                    \0137229","6066470765668245151498269580203001                    \0137229","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011362","1011360","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"835552","835627","60664705656682453529103542690326-                     \0137214","60664705656682453529103542690326-                     \0137214","6066470765668245151498269580203001                    \0137229","6066470765668245151498269580203001                    \0137229","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011365","1011360","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"835553","835627","60664705656682453539107542690326311-                  \0137214","60664705656682453539107542690326311-                  \0137214","6066470765668245151498269580203001                    \0137229","6066470765668245151498269580203001                    \0137229","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011364","1011360","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"842765","842799","6066840365890218312812454269192615200755020234-       \0138384","6066840365890218312812454269192615200755020234-       \0138384","6066840565890218111578369570204002                    \0138390","6066840565890218111578369570204002                    \0138390","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1160421","1160419","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"842766","842799","60668403658902183129104542692000-                     \0138384","60668403658902183129104542692000-                     \0138384","6066840565890218111578369570204002                    \0138390","6066840565890218111578369570204002                    \0138390","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1160422","1160419","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"964086","965267","81820701817601913529102542492000-                     \0157562","81820701817601913529102542492000-                     \0157562","8182070781760191151498289680204002                    \0157753","8182070781760191151498289680204002                    \0157753","data/release_legacy/Censo.1960.amostra.25porcento.rs.gz","503031","503026","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"1032423","1032746","91913101910522003529008641991219-                     \0168853","91913101910522003529008641991219-                     \0168853","9191310591052200151498389680204001                    \0168907","9191310591052200151498389680204001                    \0168907","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30780","30777","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"1032424","1032746","9191310191052200352812364269121931100759010134-       \0168853","9191310191052200352812364269121931100759010134-       \0168853","9191310591052200151498389680204001                    \0168907","9191310591052200151498389680204001                    \0168907","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30779","30777","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"1032425","1032794","91913101910522093529104571592000-                     \0168853","91913101910522093529104571592000-                     \0168853","9191310591052209151478389680205002                    \0168916","9191310591052209151478389680205002                    \0168916","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30837","30827","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"124861","127064","1415200114864086352811754079200031100657020234-       \0018923","1415200114864086352811754079200031100657020234-       \0018923","1415220114864086151598389680203001                    \0019238","1415220114864086151598389680203001                    \0019238","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","611222","611220","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"137785","137786","1415820515172183311911954079200016200000000031-       \0020822","1415820515172183311911954079200016200000000031-       \0020822","1415820715172183111478384580207004                    \0020823","1415820715172183111478384580207004                    \0020823","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","828124","828121","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"142446","142443","1416410115290006312811857079200015200659000034-       \0021507","1416410115290006312811857079200015200659000034-       \0021507","1416410115290006151578384680206001                    \0021507","1416410115290006151578384680206001                    \0021507","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","914972","914970","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"142523","142520","141641011529002231191255707920001520065106055332321207\0021523","141641011529002231191255707920001520065106055332321207\0021523","1416410115290022151478389680204002                    \0021523","1416410115290022151478389680204002                    \0021523","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915050","915047","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143014","143012","1416410115290097312911357079200031100000000034-       \0021598","1416410115290097312911357079200031100000000034-       \0021598","1416410115290097151578384680203001                    \0021598","1416410115290097151578384680203001                    \0021598","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915542","915540","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143039","143037","14164101152901023119104570792000-                     \0021603","14164101152901023119104570792000-                     \0021603","1416410115290102151578384680204002                    \0021603","1416410115290102151578384680204002                    \0021603","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915570","915565","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143115","143112","14164101152901153119108570792000311-                  \0021616","14164101152901153119108570792000311-                  \0021616","1416410115290115151598384680202002                    \0021616","1416410115290115151598384680202002                    \0021616","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915643","915640","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143117","143112","14164101152901153129105570792000311-                  \0021616","14164101152901153129105570792000311-                  \0021616","1416410115290115151598384680202002                    \0021616","1416410115290115151598384680202002                    \0021616","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915644","915640","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143144","143142","141641011529011931191125507920003110000000003332321200\0021620","141641011529011931191125507920003110000000003332321200\0021620","1416410115290119151598384680204002                    \0021620","1416410115290119151598384680204002                    \0021620","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915673","915670","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143149","143142","14164101152901193129107550792000311-                  \0021620","14164101152901193129107550792000311-                  \0021620","1416410115290119151598384680204002                    \0021620","1416410115290119151598384680204002                    \0021620","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915675","915670","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143151","143142","1416410115290119312813455079200031100647070734-       \0021620","1416410115290119312813455079200031100647070734-       \0021620","1416410115290119151598384680204002                    \0021620","1416410115290119151598384680204002                    \0021620","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915672","915670","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143176","143173","14164101152901233119108570792000111-                  \0021624","14164101152901233119108570792000111-                  \0021624","1416410115290123151478389680204002                    \0021624","1416410115290123151478389680204002                    \0021624","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915704","915701","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143326","143323","14164101152901473129006570792000-                     \0021648","14164101152901473129006570792000-                     \0021648","1416410115290147151498384680204002                    \0021648","1416410115290147151498384680204002                    \0021648","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915857","915852","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143379","143377","1416410115290157312816054079200031100619070734-       \0021658","1416410115290157312816054079200031100619070734-       \0021658","1416410115290157151478384680206001                    \0021658","1416410115290157151478384680206001                    \0021658","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","915908","915906","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143514","143511","141641011529018231191145707920003110000000005332321176\0021683","141641011529018231191145707920003110000000005332321176\0021683","1416410115290182151498384680204002                    \0021683","1416410115290182151498384680204002                    \0021683","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","916043","916040","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143522","143518","14164101152901833129106570792000311-                  \0021684","14164101152901833129106570792000311-                  \0021684","1416410115290183151598384680204002                    \0021684","1416410115290183151598384680204002                    \0021684","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","916051","916047","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143523","143518","14164101152901833129006570792000-                     \0021684","14164101152901833129006570792000-                     \0021684","1416410115290183151598384680204002                    \0021684","1416410115290183151598384680204002                    \0021684","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","916053","916047","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"143536","143529","14164101152901853129003570792000-                     \0021686","14164101152901853129003570792000-                     \0021686","1416410115290185151578384680208003                    \0021686","1416410115290185151578384680208003                    \0021686","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","916066","916058","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"152963","153367","171737011722219435281205723920003110085602025332321127\0023168","171737011722219435281205723920003110085602025332321127\0023168","1717370317222194151598389680205002                    \0023232","1717370317222194151598389680205002                    \0023232","data/release_legacy/Censo.1960.amostra.25porcento.rn.gz","155796","155794","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"163851","160398","1771860317394174312813057239200017210846100534-       \0024941","1771860317394174312813057239200017210846100534-       \0024941","1717860317394174111478389680205001                    \0024380","1717860317394174111478389680205001                    \0024380","data/release_legacy/Censo.1960.amostra.25porcento.rn.gz","278228","278226","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"163852","165233","1913240119082029332814657189081831100630200734-       \0024941","1913240119082029332814657189081831100630200734-       \0024941","1919240119082029131578280570208003                    \0025183","1919240119082029131578280570208003                    \0025183","data/release_legacy/Censo.1960.amostra.25porcento.pb.gz","54821","54819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208841","216181","2121350521238057332814574209200016200746010134-       \0032344","2121350521238057332814574209200016200746010134-       \0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305228","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208842","216181","2121350521238057331911374209200007210000000035-       \0032344","2121350521238057331911374209200007210000000035-       \0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305232","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208843","216181","212135052123805733191197420920001721000000008397128535\0032344","212135052123805733191197420920001721000000008397128535\0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305231","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208844","216181","212135052123805733191287420919200542000000008319124186\0032344","212135052123805733191287420919200542000000008319124186\0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305229","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208845","216181","2121350521238057332912274209192017320000000034-       \0032344","2121350521238057332912274209192017320000000034-       \0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305230","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208846","216181","212135052123805733221285402906021644000000009318227526\0032344","212135052123805733221285402906021644000000009318227526\0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305234","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208847","216181","2121350521238057332217274209192017210000000034-       \0032344","2121350521238057332217274209192017210000000034-       \0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305233","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208848","216181","212135052123805733241175720918203110000000005391325176\0032344","212135052123805733241175720918203110000000005391325176\0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305235","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208849","216181","212135052123805733241115402916020420000000005391325176\0032344","212135052123805733241115402916020420000000005391325176\0032344","2121352521238057131478941579213005                    \0033547","2121352521238057131478941579213005                    \0033547","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305236","305226","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208903","216184","212135052123806633291245420920001757800000008325327126\0032352","212135052123806633291245420920001757800000008325327126\0032352","2121352521238066131478941579114002                    \0033548","2121352521238066131478941579114002                    \0033548","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305295","305292","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"208904","216184","2121350521238066332815854209200016200634010134-       \0032352","2121350521238066332815854209200016200634010134-       \0032352","2121352521238066131478941579114002                    \0033548","2121352521238066131478941579114002                    \0033548","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305294","305292","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209393","216217","212135052123814233191225720920001644100000000319128195\0032421","212135052123814233191225720920001644100000000319128195\0032421","2121352521238142131478942570208004                    \0033555","2121352521238142131478942570208004                    \0033555","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305822","305819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209394","216217","2121350521238142332814057209200015310637020234-       \0032421","2121350521238142332814057209200015310637020234-       \0032421","2121352521238142131478942570208004                    \0033555","2121352521238142131478942570208004                    \0033555","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305821","305819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209395","216217","2121350521238142332911057209200008210000000035-       \0032421","2121350521238142332911057209200008210000000035-       \0032421","2121352521238142131478942570208004                    \0033555","2121352521238142131478942570208004                    \0033555","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305823","305819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209396","216217","2121350521238142332412557209200015200000000034-       \0032421","2121350521238142332412557209200015200000000034-       \0032421","2121352521238142131478942570208004                    \0033555","2121352521238142131478942570208004                    \0033555","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305825","305819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209397","216217","2121350521238142331117254209092031100610050539-       \0032421","2121350521238142331117254209092031100610050539-       \0032421","2121352521238142131478942570208004                    \0033555","2121352521238142131478942570208004                    \0033555","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305824","305819","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209518","216228","2121350521238165332812454209200017210658010134-       \0032441","2121350521238165332812454209200017210658010134-       \0032441","2121352521238165131480250570203001                    \0033558","2121352521238165131480250570203001                    \0033558","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305957","305955","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209519","216228","21213505212381653319101542092000-                     \0032441","21213505212381653319101542092000-                     \0032441","2121352521238165131480250570203001                    \0033558","2121352521238165131480250570203001                    \0033558","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305958","305955","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"209622","216243","2121350521238192332215157209200031100400000034-       \0032462","2121350521238192332215157209200031100400000034-       \0032462","2121352521238192131482350570208004                    \0033564","2121352521238192131482350570208004                    \0033564","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306078","306074","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
