"linha","linha_familia","texto_original","texto_corrigido","texto_familia_original","texto_familia_corrigido","fonte_25","linha_pessoa_25","linha_familia_25","justificativa"
"835476","835619","606647056566823235191175426920003110000000005332321167\0137202","606647056566823235191175426920003110000000005332321167\0137202","6066470765668232151498289580206003                    \0137228","6066470765668232151498289580206003                    \0137228","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011279","1011275","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835477","835619","606647056566823235191175426920001420000000005332321167\0137202","606647056566823235191175426920001420000000005332321167\0137202","6066470765668232151498289580206003                    \0137228","6066470765668232151498289580206003                    \0137228","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011278","1011275","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"887254","888705","71724Z0771038214352911054199200031100000000034-       \0145605","71724Z0771038214352911054199200031100000000034-       \0145605","7172400771038214151578279680203002                    \0145820","7172400771038214151578279680203002                    \0145820","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","708697","708692","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"893169","893337","7172480171162209312814004351082631100663990434-       \0146541","7172480171162209312814004351082631100663990434-       \0146541","7172480371162209111478269670206004                    \0146570","7172480371162209111478269670206004                    \0146570","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","801071","801069","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"893907","893905","7172530171230087352911354199200008210000000035-       \0146664","7172530171230087352911354199200008210000000035-       \0146664","7172530171230087131478269570208003                    \0146664","7172530171230087131478269570208003                    \0146664","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","854021","854018","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"916857","917375","717345017185224435141855412918121110000000005332321166\0150243","717345017185224435141855412918121110000000005332321166\0150243","7173450371852244151478389680203001                    \0150305","7173450371852244151478389680203001                    \0150305","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","1301238","1301233","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"916858","917375","717345017185224435141245419920001620000000005332321166\0150243","717345017185224435141245419920001620000000005332321166\0150243","7173450371852244151478389680203001                    \0150305","7173450371852244151478389680203001                    \0150305","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","1301239","1301233","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"951434","993245","81800605824021013519103542492000-                     \0155539","81800605824021013519103542492000-                     \0155539","8183060582402101151498389670203002                    \0162581","8183060582402101151498389670203002                    \0162581","data/release_legacy/Censo.1960.amostra.25porcento.rs.gz","927279","927272","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"951435","993256","81800605824021033529106572492000311-                  \0155539","81800605824021033529106572492000311-                  \0155539","8183060582402103151498389680202001                    \0162583","8183060582402103151498389680202001                    \0162583","data/release_legacy/Censo.1960.amostra.25porcento.rs.gz","927287","927284","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"1032412","1032728","9191310191052194352811457159200015200759000034-       \0168852","9191310191052194352811457159200015200759000034-       \0168852","9191310591052194111578389680202001                    \0168903","9191310591052194111578389680202001                    \0168903","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30748","30746","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"1032413","1032733","919131019105219635191206426915261431000000009398121136\0168852","919131019105219635191206426915261431000000009398121136\0168852","9191310591052196151498369570210003                    \0168905","9191310591052196151498369570210003                    \0168905","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30755","30752","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1032414","1032733","9191310191052196352814267269152615200732090434-       \0168852","9191310191052196352814267269152615200732090434-       \0168852","9191310591052196151498369570210003                    \0168905","9191310591052196151498369570210003                    \0168905","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","30754","30752","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1036665","1036662","9191700391208102352813854159200016200742090834-       \0169493","9191700391208102352813854159200016200742090834-       \0169493","9191700391208102111478379680204003                    \0169493","9191700391208102111478379680204003                    \0169493","data/release_legacy/Censo.1960.amostra.25porcento.mt.gz","133543","133541","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1044553","1044551","9494210394108145352814257119200014200644090734-       \0170684","9494210394108145352814257119200014200644090734-       \0170684","9494210394108145111478389680210003                    \0170684","9494210394108145111478389680210003                    \0170684","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","23586","23584","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1044622","1044612","949421039410815431541325468120001721075801010344122566\0170693","949421039410815431541325468120001721075801010344122566\0170693","9494210394108154131478389680206002                    \0170693","9494210394108154131478389680206002                    \0170693","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","23648","23645","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1070031","1070026","9496420194820090312216054159081531100000000034-       \0174623","9496420194820090312216054159081531100000000034-       \0174623","9496420194820090151478389680203001                    \0174623","9496420194820090151478389680203001                    \0174623","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","531522","531520","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"1070140","1070136","94964201948201083129104571190211-                     \0174641","94964201948201083129104571190211-                     \0174641","9496420194820108151478389680203001                    \0174641","9496420194820108151478389680203001                    \0174641","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","531634","531629","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"1070202","1070200","9496420194820116312812954119121131100960000034-       \0174649","9496420194820116312812954119121131100960000034-       \0174649","9496420194820116151498389680205001                    \0174649","9496420194820116151498389680205001                    \0174649","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","531695","531693","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"1070286","1070282","94964201948201303129107571191811311-                  \0174663","94964201948201303129107571191811311-                  \0174663","9496420194820130151478389680203001                    \0174663","9496420194820130151478389680203001                    \0174663","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","531779","531775","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"1070413","1070403","9496420194820148312911574119200014200000000034-       \0174681","9496420194820148312911574119200014200000000034-       \0174681","9496420194820148151478389680204002                    \0174681","9496420194820148151478389680204002                    \0174681","data/release_legacy/Censo.1960.amostra.25porcento.go.gz","531902","531896","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"887256","887255","71724Z077103821625171215419920003110096000005332321207\0145606","71724Z077103821625171215419920003110096000005332321207\0145606","71724Z0771038216151598279680202001                    \0145606","71724Z0771038216151598279680202001                    \0145606","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","708707","708706","Grupo completo de tres pessoas e cartao unico; distrito 07, situacao 5 e chave 71038/216 concordantes. Perfil pessoal exato, demais campos familiares exatos. V116 bruto 724Z permanece anulado; municipio derivado 7240 tem prova separada em 1960_amostra_127_geografia_fonte25.json."
"888718","887255","717240077103821635121155419920001420000000003332321200\0145821","717240077103821635121155419920001420000000003332321200\0145821","71724Z0771038216151598279680202001                    \0145606","71724Z0771038216151598279680202001                    \0145606","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","708709","708706","Grupo completo de tres pessoas e cartao unico; distrito 07, situacao 5 e chave 71038/216 concordantes. Perfil pessoal concordante nos demais 24 campos; diferenca V216 00/63 preservada, nao declarada equivalente. Cartao com municipio danificado 724Z; derivacao 7240 tem prova separada em 1960_amostra_127_geografia_fonte25.json."
"888719","887255","7172400771038216352811854199200031100960000034-       \0145821","7172400771038216352811854199200031100960000034-       \0145821","71724Z0771038216151598279680202001                    \0145606","71724Z0771038216151598279680202001                    \0145606","data/release_legacy/Censo.1960.amostra.25porcento.pr.gz","708708","708706","Grupo completo de tres pessoas e cartao unico; distrito 07, situacao 5 e chave 71038/216 concordantes. Perfil pessoal exato, demais campos familiares exatos. Cartao com municipio danificado 724Z; derivacao 7240 tem prova separada em 1960_amostra_127_geografia_fonte25.json."
