dataset,coluna,tipo_atual,tipo_alvo,n,nonnum,frac,lz,mn,mx
2010_tracts_pessoa,pessoa03_V097,int32,int32,303819,0,0,0,0,225
2010_tracts_pessoa,pessoa03_V098,int32,int32,303819,0,0,0,0,124
2010_tracts_pessoa,pessoa03_V099,int32,int32,303819,0,0,0,0,57
2010_tracts_pessoa,pessoa03_V100,int32,int32,303819,0,0,0,0,250
2010_tracts_pessoa,pessoa03_V101,int32,int32,303819,0,0,0,0,255
2010_tracts_pessoa,pessoa03_V102,int32,int32,303819,0,0,0,0,141
2010_tracts_pessoa,pessoa03_V103,int32,int32,303819,0,0,0,0,106
2010_tracts_pessoa,pessoa03_V104,int32,int32,303819,0,0,0,0,50
2010_tracts_pessoa,pessoa03_V105,int32,int32,303819,0,0,0,0,274
2010_tracts_pessoa,pessoa03_V106,int32,int32,303819,0,0,0,0,182
2010_tracts_pessoa,pessoa03_V107,int32,int32,303819,0,0,0,0,106
2010_tracts_pessoa,pessoa03_V108,int32,int32,303819,0,0,0,0,71
2010_tracts_pessoa,pessoa03_V109,int32,int32,303819,0,0,0,0,36
2010_tracts_pessoa,pessoa03_V110,int32,int32,303819,0,0,0,0,157
2010_tracts_pessoa,pessoa03_V111,int32,int32,303819,0,0,0,0,111
2010_tracts_pessoa,pessoa03_V112,int32,int32,303819,0,0,0,0,113
2010_tracts_pessoa,pessoa03_V113,int32,int32,303819,0,0,0,0,43
2010_tracts_pessoa,pessoa03_V114,int32,int32,303819,0,0,0,0,22
2010_tracts_pessoa,pessoa03_V115,int32,int32,303819,0,0,0,0,161
2010_tracts_pessoa,pessoa03_V116,int32,int32,303819,0,0,0,0,71
2010_tracts_pessoa,pessoa03_V117,int32,int32,303819,0,0,0,0,564
2010_tracts_pessoa,pessoa03_V118,int32,int32,303819,0,0,0,0,217
2010_tracts_pessoa,pessoa03_V119,int32,int32,303819,0,0,0,0,48
2010_tracts_pessoa,pessoa03_V120,int32,int32,303819,0,0,0,0,751
2010_tracts_pessoa,pessoa03_V121,int32,int32,303819,0,0,0,0,238
2010_tracts_pessoa,pessoa03_V122,int32,int32,303819,0,0,0,0,606
2010_tracts_pessoa,pessoa03_V123,int32,int32,303819,0,0,0,0,231
2010_tracts_pessoa,pessoa03_V124,int32,int32,303819,0,0,0,0,35
2010_tracts_pessoa,pessoa03_V125,int32,int32,303819,0,0,0,0,706
2010_tracts_pessoa,pessoa03_V126,int32,int32,303819,0,0,0,0,201
2010_tracts_pessoa,pessoa03_V127,int32,int32,303819,0,0,0,0,507
2010_tracts_pessoa,pessoa03_V128,int32,int32,303819,0,0,0,0,165
2010_tracts_pessoa,pessoa03_V129,int32,int32,303819,0,0,0,0,35
2010_tracts_pessoa,pessoa03_V130,int32,int32,303819,0,0,0,0,480
2010_tracts_pessoa,pessoa03_V131,int32,int32,303819,0,0,0,0,86
2010_tracts_pessoa,pessoa03_V132,int32,int32,303819,0,0,0,0,282
2010_tracts_pessoa,pessoa03_V133,int32,int32,303819,0,0,0,0,120
2010_tracts_pessoa,pessoa03_V134,int32,int32,303819,0,0,0,0,44
2010_tracts_pessoa,pessoa03_V135,int32,int32,303819,0,0,0,0,300
2010_tracts_pessoa,pessoa03_V136,int32,int32,303819,0,0,0,0,67
2010_tracts_pessoa,pessoa03_V137,int32,int32,303819,0,0,0,0,151
2010_tracts_pessoa,pessoa03_V138,int32,int32,303819,0,0,0,0,109
2010_tracts_pessoa,pessoa03_V139,int32,int32,303819,0,0,0,0,43
2010_tracts_pessoa,pessoa03_V140,int32,int32,303819,0,0,0,0,232
2010_tracts_pessoa,pessoa03_V141,int32,int32,303819,0,0,0,0,74
2010_tracts_pessoa,pessoa03_V142,int32,int32,303819,0,0,0,0,120
2010_tracts_pessoa,pessoa03_V143,int32,int32,303819,0,0,0,0,59
2010_tracts_pessoa,pessoa03_V144,int32,int32,303819,0,0,0,0,46
2010_tracts_pessoa,pessoa03_V145,int32,int32,303819,0,0,0,0,168
2010_tracts_pessoa,pessoa03_V146,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa03_V147,int32,int32,303819,0,0,0,0,105
2010_tracts_pessoa,pessoa03_V148,int32,int32,303819,0,0,0,0,75
2010_tracts_pessoa,pessoa03_V149,int32,int32,303819,0,0,0,0,24
2010_tracts_pessoa,pessoa03_V150,int32,int32,303819,0,0,0,0,129
2010_tracts_pessoa,pessoa03_V151,int32,int32,303819,0,0,0,0,52
2010_tracts_pessoa,pessoa03_V152,int32,int32,303819,0,0,0,0,90
2010_tracts_pessoa,pessoa03_V153,int32,int32,303819,0,0,0,0,31
2010_tracts_pessoa,pessoa03_V154,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa03_V155,int32,int32,303819,0,0,0,0,67
2010_tracts_pessoa,pessoa03_V156,int32,int32,303819,0,0,0,0,39
2010_tracts_pessoa,pessoa03_V157,int32,int32,303819,0,0,0,0,114
2010_tracts_pessoa,pessoa03_V158,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa03_V159,int32,int32,303819,0,0,0,0,33
2010_tracts_pessoa,pessoa03_V160,int32,int32,303819,0,0,0,0,87
2010_tracts_pessoa,pessoa03_V161,int32,int32,303819,0,0,0,0,101
2010_tracts_pessoa,pessoa03_V162,int32,int32,303819,0,0,0,0,119
2010_tracts_pessoa,pessoa03_V163,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa03_V164,int32,int32,303819,0,0,0,0,32
2010_tracts_pessoa,pessoa03_V165,int32,int32,303819,0,0,0,0,189
2010_tracts_pessoa,pessoa03_V166,int32,int32,303819,0,0,0,0,35
2010_tracts_pessoa,pessoa03_V167,int32,int32,303819,0,0,0,0,60
2010_tracts_pessoa,pessoa03_V168,int32,int32,303819,0,0,0,0,37
2010_tracts_pessoa,pessoa03_V169,int32,int32,303819,0,0,0,0,24
2010_tracts_pessoa,pessoa03_V170,int32,int32,303819,0,0,0,0,107
2010_tracts_pessoa,pessoa03_V171,int32,int32,303819,0,0,0,0,133
2010_tracts_pessoa,pessoa03_V172,int32,int32,303819,0,0,0,0,92
2010_tracts_pessoa,pessoa03_V173,int32,int32,303819,0,0,0,0,90
2010_tracts_pessoa,pessoa03_V174,int32,int32,303819,0,0,0,0,28
2010_tracts_pessoa,pessoa03_V175,int32,int32,303819,0,0,0,0,169
2010_tracts_pessoa,pessoa03_V176,int32,int32,303819,0,0,0,0,204
2010_tracts_pessoa,pessoa03_V177,int32,int32,303819,0,0,0,0,129
2010_tracts_pessoa,pessoa03_V178,int32,int32,303819,0,0,0,0,125
2010_tracts_pessoa,pessoa03_V179,int32,int32,303819,0,0,0,0,60
2010_tracts_pessoa,pessoa03_V180,int32,int32,303819,0,0,0,0,252
2010_tracts_pessoa,pessoa03_V181,int32,int32,303819,0,0,0,0,241
2010_tracts_pessoa,pessoa03_V182,int32,int32,303819,0,0,0,0,133
2010_tracts_pessoa,pessoa03_V183,int32,int32,303819,0,0,0,0,102
2010_tracts_pessoa,pessoa03_V184,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa03_V185,int32,int32,303819,0,0,0,0,267
2010_tracts_pessoa,pessoa03_V186,int32,int32,303819,0,0,0,0,159
2010_tracts_pessoa,pessoa03_V187,int32,int32,303819,0,0,0,0,97
2010_tracts_pessoa,pessoa03_V188,int32,int32,303819,0,0,0,0,60
2010_tracts_pessoa,pessoa03_V189,int32,int32,303819,0,0,0,0,29
2010_tracts_pessoa,pessoa03_V190,int32,int32,303819,0,0,0,0,217
2010_tracts_pessoa,pessoa03_V191,int32,int32,303819,0,0,0,0,102
2010_tracts_pessoa,pessoa03_V192,int32,int32,303819,0,0,0,0,112
2010_tracts_pessoa,pessoa03_V193,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa03_V194,int32,int32,303819,0,0,0,0,20
2010_tracts_pessoa,pessoa03_V195,int32,int32,303819,0,0,0,0,104
2010_tracts_pessoa,pessoa03_V196,int32,int32,303819,0,0,0,0,64
2010_tracts_pessoa,pessoa03_V197,int32,int32,303819,0,0,0,0,270
2010_tracts_pessoa,pessoa03_V198,int32,int32,303819,0,0,0,0,76
2010_tracts_pessoa,pessoa03_V199,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa03_V200,int32,int32,303819,0,0,0,0,282
2010_tracts_pessoa,pessoa03_V201,int32,int32,303819,0,0,0,0,210
2010_tracts_pessoa,pessoa03_V202,int32,int32,303819,0,0,0,0,217
2010_tracts_pessoa,pessoa03_V203,int32,int32,303819,0,0,0,0,127
2010_tracts_pessoa,pessoa03_V204,int32,int32,303819,0,0,0,0,32
2010_tracts_pessoa,pessoa03_V205,int32,int32,303819,0,0,0,0,289
2010_tracts_pessoa,pessoa03_V206,int32,int32,303819,0,0,0,0,158
2010_tracts_pessoa,pessoa03_V207,int32,int32,303819,0,0,0,0,158
2010_tracts_pessoa,pessoa03_V208,int32,int32,303819,0,0,0,0,144
2010_tracts_pessoa,pessoa03_V209,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa03_V210,int32,int32,303819,0,0,0,0,200
2010_tracts_pessoa,pessoa03_V211,int32,int32,303819,0,0,0,0,100
2010_tracts_pessoa,pessoa03_V212,int32,int32,303819,0,0,0,0,169
2010_tracts_pessoa,pessoa03_V213,int32,int32,303819,0,0,0,0,102
2010_tracts_pessoa,pessoa03_V214,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa03_V215,int32,int32,303819,0,0,0,0,173
2010_tracts_pessoa,pessoa03_V216,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa03_V217,int32,int32,303819,0,0,0,0,119
2010_tracts_pessoa,pessoa03_V218,int32,int32,303819,0,0,0,0,88
2010_tracts_pessoa,pessoa03_V219,int32,int32,303819,0,0,0,0,50
2010_tracts_pessoa,pessoa03_V220,int32,int32,303819,0,0,0,0,127
2010_tracts_pessoa,pessoa03_V221,int32,int32,303819,0,0,0,0,78
2010_tracts_pessoa,pessoa03_V222,int32,int32,303819,0,0,0,0,99
2010_tracts_pessoa,pessoa03_V223,int32,int32,303819,0,0,0,0,67
2010_tracts_pessoa,pessoa03_V224,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa03_V225,int32,int32,303819,0,0,0,0,149
2010_tracts_pessoa,pessoa03_V226,int32,int32,303819,0,0,0,0,47
2010_tracts_pessoa,pessoa03_V227,int32,int32,303819,0,0,0,0,130
2010_tracts_pessoa,pessoa03_V228,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa03_V229,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa03_V230,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa03_V231,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa03_V232,int32,int32,303819,0,0,0,0,93
2010_tracts_pessoa,pessoa03_V233,int32,int32,303819,0,0,0,0,38
2010_tracts_pessoa,pessoa03_V234,int32,int32,303819,0,0,0,0,24
2010_tracts_pessoa,pessoa03_V235,int32,int32,303819,0,0,0,0,54
2010_tracts_pessoa,pessoa03_V236,int32,int32,303819,0,0,0,0,29
2010_tracts_pessoa,pessoa03_V237,int32,int32,303819,0,0,0,0,113
2010_tracts_pessoa,pessoa03_V238,int32,int32,303819,0,0,0,0,43
2010_tracts_pessoa,pessoa03_V239,int32,int32,303819,0,0,0,0,38
2010_tracts_pessoa,pessoa03_V240,int32,int32,303819,0,0,0,0,94
2010_tracts_pessoa,pessoa03_V241,int32,int32,303819,0,0,0,0,87
2010_tracts_pessoa,pessoa03_V242,int32,int32,303819,0,0,0,0,246
2010_tracts_pessoa,pessoa03_V243,int32,int32,303819,0,0,0,0,46
2010_tracts_pessoa,pessoa03_V244,int32,int32,303819,0,0,0,0,46
2010_tracts_pessoa,pessoa03_V245,int32,int32,303819,0,0,0,0,105
2010_tracts_pessoa,pessoa03_V246,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa03_V247,int32,int32,303819,0,0,0,0,83
2010_tracts_pessoa,pessoa03_V248,int32,int32,303819,0,0,0,0,19
2010_tracts_pessoa,pessoa03_V249,int32,int32,303819,0,0,0,0,10
2010_tracts_pessoa,pessoa03_V250,int32,int32,303819,0,0,0,0,106
2010_tracts_pessoa,pessoa03_V251,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa04_Situacao_setor,int32,int32,310114,0,0,0,1,8
2010_tracts_pessoa,pessoa04_V001,int32,int32,310114,0,0,0,0,135
2010_tracts_pessoa,pessoa04_V002,int32,int32,303819,0,0,0,0,66
2010_tracts_pessoa,pessoa04_V003,int32,int32,303819,0,0,0,0,18
2010_tracts_pessoa,pessoa04_V004,int32,int32,303819,0,0,0,0,135
2010_tracts_pessoa,pessoa04_V005,int32,int32,303819,0,0,0,0,129
2010_tracts_pessoa,pessoa04_V006,int32,int32,303819,0,0,0,0,225
2010_tracts_pessoa,pessoa04_V007,int32,int32,303819,0,0,0,0,124
2010_tracts_pessoa,pessoa04_V008,int32,int32,303819,0,0,0,0,48
2010_tracts_pessoa,pessoa04_V009,int32,int32,303819,0,0,0,0,230
2010_tracts_pessoa,pessoa04_V010,int32,int32,303819,0,0,0,0,196
2010_tracts_pessoa,pessoa04_V011,int32,int32,303819,0,0,0,0,141
2010_tracts_pessoa,pessoa04_V012,int32,int32,303819,0,0,0,0,91
2010_tracts_pessoa,pessoa04_V013,int32,int32,303819,0,0,0,0,41
2010_tracts_pessoa,pessoa04_V014,int32,int32,303819,0,0,0,0,274
2010_tracts_pessoa,pessoa04_V015,int32,int32,303819,0,0,0,0,140
2010_tracts_pessoa,pessoa04_V016,int32,int32,303819,0,0,0,0,106
2010_tracts_pessoa,pessoa04_V017,int32,int32,303819,0,0,0,0,66
2010_tracts_pessoa,pessoa04_V018,int32,int32,303819,0,0,0,0,30
2010_tracts_pessoa,pessoa04_V019,int32,int32,303819,0,0,0,0,157
2010_tracts_pessoa,pessoa04_V020,int32,int32,303819,0,0,0,0,85
2010_tracts_pessoa,pessoa04_V021,int32,int32,303819,0,0,0,0,110
2010_tracts_pessoa,pessoa04_V022,int32,int32,303819,0,0,0,0,39
2010_tracts_pessoa,pessoa04_V023,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa04_V024,int32,int32,303819,0,0,0,0,160
2010_tracts_pessoa,pessoa04_V025,int32,int32,303819,0,0,0,0,55
2010_tracts_pessoa,pessoa04_V026,int32,int32,303819,0,0,0,0,557
2010_tracts_pessoa,pessoa04_V027,int32,int32,303819,0,0,0,0,210
2010_tracts_pessoa,pessoa04_V028,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa04_V029,int32,int32,303819,0,0,0,0,731
2010_tracts_pessoa,pessoa04_V030,int32,int32,303819,0,0,0,0,116
2010_tracts_pessoa,pessoa04_V031,int32,int32,303819,0,0,0,0,586
2010_tracts_pessoa,pessoa04_V032,int32,int32,303819,0,0,0,0,209
2010_tracts_pessoa,pessoa04_V033,int32,int32,303819,0,0,0,0,31
2010_tracts_pessoa,pessoa04_V034,int32,int32,303819,0,0,0,0,663
2010_tracts_pessoa,pessoa04_V035,int32,int32,303819,0,0,0,0,92
2010_tracts_pessoa,pessoa04_V036,int32,int32,303819,0,0,0,0,489
2010_tracts_pessoa,pessoa04_V037,int32,int32,303819,0,0,0,0,162
2010_tracts_pessoa,pessoa04_V038,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa04_V039,int32,int32,303819,0,0,0,0,465
2010_tracts_pessoa,pessoa04_V040,int32,int32,303819,0,0,0,0,69
2010_tracts_pessoa,pessoa04_V041,int32,int32,303819,0,0,0,0,266
2010_tracts_pessoa,pessoa04_V042,int32,int32,303819,0,0,0,0,117
2010_tracts_pessoa,pessoa04_V043,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa04_V044,int32,int32,303819,0,0,0,0,290
2010_tracts_pessoa,pessoa04_V045,int32,int32,303819,0,0,0,0,47
2010_tracts_pessoa,pessoa04_V046,int32,int32,303819,0,0,0,0,141
2010_tracts_pessoa,pessoa04_V047,int32,int32,303819,0,0,0,0,109
2010_tracts_pessoa,pessoa04_V048,int32,int32,303819,0,0,0,0,43
2010_tracts_pessoa,pessoa04_V049,int32,int32,303819,0,0,0,0,218
2010_tracts_pessoa,pessoa04_V050,int32,int32,303819,0,0,0,0,37
2010_tracts_pessoa,pessoa04_V051,int32,int32,303819,0,0,0,0,116
2010_tracts_pessoa,pessoa04_V052,int32,int32,303819,0,0,0,0,58
2010_tracts_pessoa,pessoa04_V053,int32,int32,303819,0,0,0,0,46
2010_tracts_pessoa,pessoa04_V054,int32,int32,303819,0,0,0,0,162
2010_tracts_pessoa,pessoa04_V055,int32,int32,303819,0,0,0,0,36
2010_tracts_pessoa,pessoa04_V056,int32,int32,303819,0,0,0,0,105
2010_tracts_pessoa,pessoa04_V057,int32,int32,303819,0,0,0,0,75
2010_tracts_pessoa,pessoa04_V058,int32,int32,303819,0,0,0,0,23
2010_tracts_pessoa,pessoa04_V059,int32,int32,303819,0,0,0,0,119
2010_tracts_pessoa,pessoa04_V060,int32,int32,303819,0,0,0,0,24
2010_tracts_pessoa,pessoa04_V061,int32,int32,303819,0,0,0,0,90
2010_tracts_pessoa,pessoa04_V062,int32,int32,303819,0,0,0,0,30
2010_tracts_pessoa,pessoa04_V063,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa04_V064,int32,int32,303819,0,0,0,0,63
2010_tracts_pessoa,pessoa04_V065,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa04_V066,int32,int32,303819,0,0,0,0,114
2010_tracts_pessoa,pessoa04_V067,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa04_V068,int32,int32,303819,0,0,0,0,31
2010_tracts_pessoa,pessoa04_V069,int32,int32,303819,0,0,0,0,61
2010_tracts_pessoa,pessoa04_V070,int32,int32,303819,0,0,0,0,23
2010_tracts_pessoa,pessoa04_V071,int32,int32,303819,0,0,0,0,115
2010_tracts_pessoa,pessoa04_V072,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa04_V073,int32,int32,303819,0,0,0,0,30
2010_tracts_pessoa,pessoa04_V074,int32,int32,303819,0,0,0,0,124
2010_tracts_pessoa,pessoa04_V075,int32,int32,303819,0,0,0,0,18
2010_tracts_pessoa,pessoa04_V076,int32,int32,303819,0,0,0,0,54
2010_tracts_pessoa,pessoa04_V077,int32,int32,303819,0,0,0,0,17
2010_tracts_pessoa,pessoa04_V078,int32,int32,303819,0,0,0,0,18
2010_tracts_pessoa,pessoa04_V079,int32,int32,303819,0,0,0,0,107
2010_tracts_pessoa,pessoa04_V080,int32,int32,303819,0,0,0,0,47
2010_tracts_pessoa,pessoa04_V081,int32,int32,303819,0,0,0,0,85
2010_tracts_pessoa,pessoa04_V082,int32,int32,303819,0,0,0,0,79
2010_tracts_pessoa,pessoa04_V083,int32,int32,303819,0,0,0,0,28
2010_tracts_pessoa,pessoa04_V084,int32,int32,303819,0,0,0,0,141
2010_tracts_pessoa,pessoa04_V085,int32,int32,303819,0,0,0,0,114
2010_tracts_pessoa,pessoa04_V086,int32,int32,303819,0,0,0,0,129
2010_tracts_pessoa,pessoa04_V087,int32,int32,303819,0,0,0,0,125
2010_tracts_pessoa,pessoa04_V088,int32,int32,303819,0,0,0,0,55
2010_tracts_pessoa,pessoa04_V089,int32,int32,303819,0,0,0,0,251
2010_tracts_pessoa,pessoa04_V090,int32,int32,303819,0,0,0,0,158
2010_tracts_pessoa,pessoa04_V091,int32,int32,303819,0,0,0,0,133
2010_tracts_pessoa,pessoa04_V092,int32,int32,303819,0,0,0,0,102
2010_tracts_pessoa,pessoa04_V093,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa04_V094,int32,int32,303819,0,0,0,0,267
2010_tracts_pessoa,pessoa04_V095,int32,int32,303819,0,0,0,0,144
2010_tracts_pessoa,pessoa04_V096,int32,int32,303819,0,0,0,0,97
2010_tracts_pessoa,pessoa04_V097,int32,int32,303819,0,0,0,0,60
2010_tracts_pessoa,pessoa04_V098,int32,int32,303819,0,0,0,0,29
2010_tracts_pessoa,pessoa04_V099,int32,int32,303819,0,0,0,0,217
2010_tracts_pessoa,pessoa04_V100,int32,int32,303819,0,0,0,0,100
2010_tracts_pessoa,pessoa04_V101,int32,int32,303819,0,0,0,0,112
2010_tracts_pessoa,pessoa04_V102,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa04_V103,int32,int32,303819,0,0,0,0,20
2010_tracts_pessoa,pessoa04_V104,int32,int32,303819,0,0,0,0,98
2010_tracts_pessoa,pessoa04_V105,int32,int32,303819,0,0,0,0,44
2010_tracts_pessoa,pessoa04_V106,int32,int32,303819,0,0,0,0,270
2010_tracts_pessoa,pessoa04_V107,int32,int32,303819,0,0,0,0,74
2010_tracts_pessoa,pessoa04_V108,int32,int32,303819,0,0,0,0,40
2010_tracts_pessoa,pessoa04_V109,int32,int32,303819,0,0,0,0,280
2010_tracts_pessoa,pessoa04_V110,int32,int32,303819,0,0,0,0,115
2010_tracts_pessoa,pessoa04_V111,int32,int32,303819,0,0,0,0,216
2010_tracts_pessoa,pessoa04_V112,int32,int32,303819,0,0,0,0,126
2010_tracts_pessoa,pessoa04_V113,int32,int32,303819,0,0,0,0,28
2010_tracts_pessoa,pessoa04_V114,int32,int32,303819,0,0,0,0,287
2010_tracts_pessoa,pessoa04_V115,int32,int32,303819,0,0,0,0,90
2010_tracts_pessoa,pessoa04_V116,int32,int32,303819,0,0,0,0,158
2010_tracts_pessoa,pessoa04_V117,int32,int32,303819,0,0,0,0,144
2010_tracts_pessoa,pessoa04_V118,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa04_V119,int32,int32,303819,0,0,0,0,200
2010_tracts_pessoa,pessoa04_V120,int32,int32,303819,0,0,0,0,72
2010_tracts_pessoa,pessoa04_V121,int32,int32,303819,0,0,0,0,169
2010_tracts_pessoa,pessoa04_V122,int32,int32,303819,0,0,0,0,99
2010_tracts_pessoa,pessoa04_V123,int32,int32,303819,0,0,0,0,49
2010_tracts_pessoa,pessoa04_V124,int32,int32,303819,0,0,0,0,165
2010_tracts_pessoa,pessoa04_V125,int32,int32,303819,0,0,0,0,46
2010_tracts_pessoa,pessoa04_V126,int32,int32,303819,0,0,0,0,119
2010_tracts_pessoa,pessoa04_V127,int32,int32,303819,0,0,0,0,87
2010_tracts_pessoa,pessoa04_V128,int32,int32,303819,0,0,0,0,50
2010_tracts_pessoa,pessoa04_V129,int32,int32,303819,0,0,0,0,127
2010_tracts_pessoa,pessoa04_V130,int32,int32,303819,0,0,0,0,34
2010_tracts_pessoa,pessoa04_V131,int32,int32,303819,0,0,0,0,99
2010_tracts_pessoa,pessoa04_V132,int32,int32,303819,0,0,0,0,66
2010_tracts_pessoa,pessoa04_V133,int32,int32,303819,0,0,0,0,21
2010_tracts_pessoa,pessoa04_V134,int32,int32,303819,0,0,0,0,149
2010_tracts_pessoa,pessoa04_V135,int32,int32,303819,0,0,0,0,26
2010_tracts_pessoa,pessoa04_V136,int32,int32,303819,0,0,0,0,130
2010_tracts_pessoa,pessoa04_V137,int32,int32,303819,0,0,0,0,48
2010_tracts_pessoa,pessoa04_V138,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa04_V139,int32,int32,303819,0,0,0,0,68
2010_tracts_pessoa,pessoa04_V140,int32,int32,303819,0,0,0,0,19
2010_tracts_pessoa,pessoa04_V141,int32,int32,303819,0,0,0,0,92
2010_tracts_pessoa,pessoa04_V142,int32,int32,303819,0,0,0,0,38
2010_tracts_pessoa,pessoa04_V143,int32,int32,303819,0,0,0,0,24
2010_tracts_pessoa,pessoa04_V144,int32,int32,303819,0,0,0,0,52
2010_tracts_pessoa,pessoa04_V145,int32,int32,303819,0,0,0,0,18
2010_tracts_pessoa,pessoa04_V146,int32,int32,303819,0,0,0,0,113
2010_tracts_pessoa,pessoa04_V147,int32,int32,303819,0,0,0,0,43
2010_tracts_pessoa,pessoa04_V148,int32,int32,303819,0,0,0,0,38
2010_tracts_pessoa,pessoa04_V149,int32,int32,303819,0,0,0,0,94
2010_tracts_pessoa,pessoa04_V150,int32,int32,303819,0,0,0,0,25
2010_tracts_pessoa,pessoa04_V151,int32,int32,303819,0,0,0,0,228
2010_tracts_pessoa,pessoa04_V152,int32,int32,303819,0,0,0,0,23
2010_tracts_pessoa,pessoa04_V153,int32,int32,303819,0,0,0,0,36
2010_tracts_pessoa,pessoa04_V154,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa04_V155,int32,int32,303819,0,0,0,0,15
2010_tracts_pessoa,pessoa05_Situacao_setor,int32,int32,310114,0,0,0,1,8
2010_tracts_pessoa,pessoa05_V001,int32,int32,310114,0,0,0,0,136
2010_tracts_pessoa,pessoa05_V002,int32,int32,303819,0,0,0,0,67
2010_tracts_pessoa,pessoa05_V003,int32,int32,303819,0,0,0,0,42
2010_tracts_pessoa,pessoa05_V004,int32,int32,303819,0,0,0,0,279
2010_tracts_pessoa,pessoa05_V005,int32,int32,303819,0,0,0,0,401
2010_tracts_pessoa,pessoa05_V006,int32,int32,303819,0,0,0,0,122
2010_tracts_pessoa,pessoa05_V007,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa05_V008,int32,int32,303819,0,0,0,0,50
2010_tracts_pessoa,pessoa05_V009,int32,int32,303819,0,0,0,0,323
2010_tracts_pessoa,pessoa05_V010,int32,int32,303819,0,0,0,0,432
2010_tracts_pessoa,pessoa06_Situacao_setor,int32,int32,310114,0,0,0,1,8
2010_tracts_pessoa,pessoa06_V001,int32,int32,310114,0,0,0,0,8
2010_tracts_pessoa,pessoa06_V002,int32,int32,303819,0,0,0,0,8
2010_tracts_pessoa,pessoa06_V003,int32,int32,303819,0,0,0,0,12
2010_tracts_pessoa,pessoa06_V004,int32,int32,303819,0,0,0,0,10
2010_tracts_pessoa,pessoa06_V005,int32,int32,303819,0,0,0,0,14
2010_tracts_pessoa,pessoa06_V006,int32,int32,303819,0,0,0,0,17
2010_tracts_pessoa,pessoa06_V007,int32,int32,303819,0,0,0,0,20
2010_tracts_pessoa,pessoa06_V008,int32,int32,303819,0,0,0,0,13
2010_tracts_pessoa,pessoa06_V009,int32,int32,303819,0,0,0,0,20
2010_tracts_pessoa,pessoa06_V010,int32,int32,303819,0,0,0,0,27
2010_tracts_pessoa,pessoa06_V011,int32,int32,303819,0,0,0,0,28
2010_tracts_pessoa,pessoa06_V012,int32,int32,303819,0,0,0,0,35
2010_tracts_pessoa,pessoa06_V013,int32,int32,303819,0,0,0,0,38
2010_tracts_pessoa,pessoa06_V014,int32,int32,303819,0,0,0,0,45
2010_tracts_pessoa,pessoa06_V015,int32,int32,303819,0,0,0,0,51
2010_tracts_pessoa,pessoa06_V016,int32,int32,303819,0,0,0,0,50
2010_tracts_pessoa,pessoa06_V017,int32,int32,303819,0,0,0,0,41
2010_tracts_pessoa,pessoa06_V018,int32,int32,303819,0,0,0,0,51
2010_tracts_pessoa,pessoa06_V019,int32,int32,303819,0,0,0,0,58
2010_tracts_pessoa,pessoa06_V020,int32,int32,303819,0,0,0,0,70
2010_tracts_pessoa,pessoa06_V021,int32,int32,303819,0,0,0,0,89
2010_tracts_pessoa,pessoa06_V022,int32,int32,303819,0,0,0,0,62
2010_tracts_pessoa,pessoa06_V023,int32,int32,303819,0,0,0,0,64
2010_tracts_pessoa,pessoa06_V024,int32,int32,303819,0,0,0,0,60
2010_tracts_pessoa,pessoa06_V025,int32,int32,303819,0,0,0,0,59
